RMSE,MAE,MAPE,sMAPE,MASE,Model
2650.6017928038536,1980.4567549130804,3.780390014493647,3.672316555297518,0.7723487558446597,Random Forest
2864.049939899791,2238.372606224671,4.235563705152242,4.126670484597384,0.8729321118704598,Gradient Boosting
