date,actual,forecast,lower_80,upper_80,lower_95,upper_95
2020-03-29 00:00:00+00:00,53471.982142857145,58403.63729903807,50285.607142352084,66521.66745572406,45988.18156530555,70819.09303277059
2020-04-05 00:00:00+00:00,52845.267857142855,57536.16706094283,49328.528960130396,65743.80516175527,44983.66780283065,70088.66631905502
2020-04-12 00:00:00+00:00,47210.88690476191,59101.899203799985,50805.62095611851,67398.17745148146,46413.836539486634,71789.96186811334
2020-04-19 00:00:00+00:00,47415.69642857143,57436.29206094283,49052.31076730926,65820.2733545764,44614.099162605286,70258.48495928038
2020-04-26 00:00:00+00:00,50172.41666666666,58344.732537133306,49873.95619130511,66815.50888296151,45389.798061389585,71299.66701287702
2020-05-03 00:00:00+00:00,48161.90476190476,55815.15515618093,47258.46412108521,64371.84619127665,42728.82550194065,68901.48481042121
2020-05-10 00:00:00+00:00,49590.77976190476,55858.83967999045,47217.08806130039,64500.59129868051,42642.42108915867,69075.25827082223
2020-05-17 00:00:00+00:00,50926.97619047619,58371.18491808568,49645.20184406031,67097.16799211105,45025.94543290898,71716.42440326238
2020-05-24 00:00:00+00:00,47439.642857142855,56642.107537133306,47832.698352788306,65451.51672147831,43169.27882652636,70114.93624774026
2020-05-31 00:00:00+00:00,49527.607142857145,56983.66706094283,48091.61444378705,65875.71967809861,43384.44612686024,70582.88799502542
2020-06-07 00:00:00+00:00,48776.244047619046,59450.56587046664,50476.63087430628,68424.500866627,45726.11664426359,73175.0150966697
2020-06-14 00:00:00+00:00,48219.744047619046,58917.55396570474,49862.47699836997,67972.6309330395,45069.008803440905,72766.09912796857
2020-06-21 00:00:00+00:00,49813.94642857143,59294.857537133306,50159.35927741033,68430.35579685628,45323.318621899365,73266.39645236725
2020-06-28 00:00:00+00:00,50480.79166666666,58685.70277522855,49470.4850337725,67900.9205166846,44592.24343379886,72779.16211665825
2020-07-05 00:00:00+00:00,51458.875,58959.21467999045,49664.96120854418,68253.46815143673,44744.880620416385,73173.54873956452
2020-07-12 00:00:00+00:00,51252.57738095238,56880.80396570474,47508.18121854714,66253.42671286233,42546.61444184945,71214.99348956003
